S1,DateTime,N1,AC,PS,TI,U,LN,R2,Note1
W,2021-06-09 10:46:00,N,1064,C_052,15-139-SR,U/C,Eddie,,Y
W,2021-06-09 10:46:00,N,1915,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-06-09 10:46:00,N,C164,C_052,15-139-SR, ,Eddie,,Y
W,2021-06-09 10:46:00,Y,1920,C_052,15-139-SR,T,Eddie,,Y
W,2021-06-09 10:46:00,N,C253,C_052,15-139-SR, ,Eddie,,Y
W,2021-06-09 10:46:00,N,1930,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-06-09 10:46:00,N,2920,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-06-09 10:46:00,N,100,C_052,15-139-SR,N,Eddie,,Y
CD,2021-06-09 10:46:00,N,C164,C_052,15-139-SR,L,Eddie,,N
CD,2021-06-09 10:46:00,N,1920,C_052,15-139-SR,T,Eddie,,N
CD,2021-06-09 10:46:00,N,C253,C_052,15-139-SR,P,Eddie,,N
CD,2021-06-09 10:46:00,N,1930,C_052,15-139-SR,M/L,Eddie,,N
CD,2021-06-09 10:46:00,Y,2920,C_052,15-139-SR,M/L,Eddie,,N
CD,2021-06-09 10:46:00,Y,100,C_052,15-139-SR,N,Eddie,,N
CD,2021-06-09 11:06:00,N,1994,C_053,15-88-SR,A,Eddie,,N
CD,2021-06-09 11:06:00,N,1928,C_053,15-88-SR,M/L,Eddie,,N
CD,2021-06-09 11:06:00,N,1021,C_053,15-88-SR,M/L,Eddie,,N
CD,2021-06-09 11:06:00,N,1927,C_053,15-88-SR,M/L,Eddie,,N
CD,2021-06-09 11:06:00,N,1915,C_053,15-88-SR,M/L,Eddie,,N
W,2021-06-09 11:06:00,N,1994,C_053,15-88-SR, ,Eddie,,Y
W,2021-06-09 11:06:00,N,1928,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-06-09 11:06:00,Y,1929,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-06-09 11:06:00,Y,1021,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-06-09 11:06:00,N,1927,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-06-09 11:06:00,N,1064,C_053,15-88-SR,U/C,Eddie,,Y
W,2021-06-09 11:06:00,N,1915,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-06-09 11:06:00,N,C164,C_053,15-88-SR, ,Eddie,,Y
W,2021-06-09 11:06:00,Y,1920,C_053,15-88-SR,T,Eddie,,Y
W,2021-06-09 11:06:00,N,C253,C_053,15-88-SR, ,Eddie,,Y
W,2021-06-09 11:06:00,N,1930,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-06-09 11:06:00,N,100,C_053,15-88-SR,N,Eddie,,Y
CD,2021-06-09 11:06:00,N,C164,C_053,15-88-SR,L,Eddie,,N
CD,2021-06-09 11:06:00,N,1920,C_053,15-88-SR,T,Eddie,,N
CD,2021-06-09 11:06:00,N,C253,C_053,15-88-SR,P,Eddie,,N
CD,2021-06-09 11:06:00,N,1930,C_053,15-88-SR,M/L,Eddie,,N
CD,2021-06-09 11:06:00,Y,100,C_053,15-88-SR,N,Eddie,,N
CD,2021-06-09 13:15:00,N,1994,C_041,15-87-SR,A,Eddie,,N
CD,2021-06-09 13:15:00,N,1928,C_041,15-87-SR,M/L,Eddie,,N
CD,2021-06-09 13:15:00,N,1021,C_041,15-87-SR,M/L,Eddie,,N
CD,2021-06-09 13:15:00,N,1927,C_041,15-87-SR,M/L,Eddie,,N
W,2021-06-09 13:15:00,N,1994,C_041,15-87-SR, ,Eddie,,Y
W,2021-06-09 13:15:00,N,1928,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-06-09 13:15:00,Y,1929,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-06-09 13:15:00,Y,1021,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-06-09 13:15:00,N,1927,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-06-09 13:15:00,N,1064,C_041,15-87-SR,U/C,Eddie,,Y
W,2021-06-09 13:15:00,N,1915,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-06-09 13:15:00,N,C164,C_041,15-87-SR, ,Eddie,,Y
CD,2021-06-09 13:15:00,N,1915,C_041,15-87-SR,M/L,Eddie,,N
W,2021-06-09 13:15:00,Y,1920,C_041,15-87-SR,T,Eddie,,Y
W,2021-06-09 13:15:00,N,C253,C_041,15-87-SR, ,Eddie,,Y
W,2021-06-09 13:15:00,N,1930,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-06-09 13:15:00,N,100,C_041,15-87-SR,N,Eddie,,Y
CD,2021-06-09 13:15:00,N,C164,C_041,15-87-SR,L,Eddie,,N
CD,2021-06-09 13:15:00,N,1920,C_041,15-87-SR,T,Eddie,,N
CD,2021-06-09 13:15:00,N,C253,C_041,15-87-SR,P,Eddie,,N
CD,2021-06-09 13:15:00,N,1930,C_041,15-87-SR,M/L,Eddie,,N
CD,2021-06-09 13:15:00,Y,100,C_041,15-87-SR,N,Eddie,,N
W,2021-06-09 13:26:00,N,1064,C_041,14-2-EP,U/C,Eddie,,Y
W,2021-06-09 13:26:00,Y,1920,C_041,14-2-EP,T,Eddie,,Y
W,2021-06-09 13:26:00,N,C253,C_041,14-2-EP, ,Eddie,,Y
W,2021-06-09 13:26:00,N,100,C_041,14-2-EP,N,Eddie,,Y
CD,2021-06-09 13:26:00,N,C253,C_041,14-2-EP,P,Eddie,,N
CD,2021-06-09 13:26:00,Y,100,C_041,14-2-EP,N,Eddie,,N
W,2021-06-15 08:24:00,N,1064,C_053,15-88-SR,U/C,Eddie,,Y
CD,2021-06-15 08:24:00,Y,2817,C_053,15-88-SR,N/L,Bob,,Y
CD,2021-06-15 08:24:00,Y,2818,C_053,15-88-SR,N/L,Bob,,Y
CD,2021-06-15 08:24:00,Y,2810,C_053,15-88-SR,N/L,Bob,,Y
CD,2021-06-15 08:24:00,Y,2811,C_053,15-88-SR,N/L,Bob,,Y
W,2021-06-15 08:24:00,N,C253,C_053,15-88-SR, ,Eddie,,Y
W,2021-06-15 08:24:00,N,100,C_053,15-88-SR,N,Eddie,,Y
CD,2021-06-15 08:24:00,N,C253,C_053,15-88-SR,P,Eddie,,N
CD,2021-06-15 08:24:00,Y,100,C_053,15-88-SR,N,Eddie,,N
W,2021-06-15 08:37:00,N,1064,C_052,15-139-SR,U/C,Eddie,,Y
CD,2021-06-15 08:37:00,Y,2817,C_052,15-139-SR,N/L,Bob,,Y
CD,2021-06-15 08:37:00,Y,2818,C_052,15-139-SR,N/L,Bob,,Y
CD,2021-06-15 08:37:00,Y,2810,C_052,15-139-SR,N/L,Bob,,Y
CD,2021-06-15 08:37:00,Y,2811,C_052,15-139-SR,N/L,Bob,,Y
W,2021-06-15 08:37:00,N,C253,C_052,15-139-SR, ,Eddie,,Y
W,2021-06-15 08:37:00,N,100,C_052,15-139-SR,N,Eddie,,Y
CD,2021-06-15 08:37:00,N,C253,C_052,15-139-SR,P,Eddie,,N
CD,2021-06-15 08:37:00,Y,100,C_052,15-139-SR,N,Eddie,,N
W,2021-06-15 08:44:00,N,1064,C_065,14-6-EP,U/C,Eddie,,Y
CD,2021-06-15 08:44:00,Y,2817,C_065,14-6-EP,N/L,Bob,,Y
CD,2021-06-15 08:44:00,Y,2818,C_065,14-6-EP,N/L,Bob,,Y
CD,2021-06-15 08:44:00,Y,2810,C_065,14-6-EP,N/L,Bob,,Y
CD,2021-06-15 08:44:00,Y,2811,C_065,14-6-EP,N/L,Bob,,Y
W,2021-06-15 08:44:00,N,C253,C_065,14-6-EP, ,Eddie,,Y
W,2021-06-15 08:44:00,N,100,C_065,14-6-EP,N,Eddie,,Y
W,2021-06-15 09:05:00,N,1064,C_064,14-4-EP,U/C,Eddie,,Y
CD,2021-06-15 09:05:00,Y,2817,C_064,14-4-EP,N/L,Bob,,Y
CD,2021-06-15 09:05:00,Y,2818,C_064,14-4-EP,N/L,Bob,,Y
CD,2021-06-15 09:05:00,Y,2810,C_064,14-4-EP,N/L,Bob,,Y
CD,2021-06-15 09:05:00,Y,2811,C_064,14-4-EP,N/L,Bob,,Y
W,2021-06-15 09:05:00,N,C253,C_064,14-4-EP, ,Eddie,,Y
W,2021-06-15 09:05:00,N,100,C_064,14-4-EP,N,Eddie,,Y
CD,2021-06-15 09:05:00,N,C253,C_064,14-4-EP,P,Eddie,,N
CD,2021-06-15 09:05:00,Y,100,C_064,14-4-EP,N,Eddie,,N
W,2021-06-15 09:15:00,N,1064,C_063,14-5-EP,U/C,Eddie,,Y
CD,2021-06-15 09:15:00,Y,2817,C_063,14-5-EP,N/L,Bob,,Y
CD,2021-06-15 09:15:00,Y,2818,C_063,14-5-EP,N/L,Bob,,Y
CD,2021-06-15 09:15:00,Y,2810,C_063,14-5-EP,N/L,Bob,,Y
CD,2021-06-15 09:15:00,Y,2811,C_063,14-5-EP,N/L,Bob,,Y
W,2021-06-15 09:15:00,N,C253,C_063,14-5-EP, ,Eddie,,Y
W,2021-06-15 09:15:00,N,100,C_063,14-5-EP,N,Eddie,,Y
CD,2021-06-15 10:02:00,N,1994,C_049,15-53-SR,A,Eddie,,N
CD,2021-06-15 10:02:00,N,1928,C_049,15-53-SR,M/L,Eddie,,N
CD,2021-06-15 10:02:00,N,1021,C_049,15-53-SR,M/L,Eddie,,N
CD,2021-06-15 10:02:00,N,1927,C_049,15-53-SR,M/L,Eddie,,N
W,2021-06-15 10:02:00,N,1994,C_049,15-53-SR, ,Eddie,,Y
W,2021-06-15 10:02:00,N,1928,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-06-15 10:02:00,Y,1929,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-06-15 10:02:00,Y,1021,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-06-15 10:02:00,N,1927,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-06-15 10:02:00,N,1064,C_049,15-53-SR,U/C,Eddie,,Y
W,2021-06-15 10:02:00,N,1915,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-06-15 10:02:00,N,C164,C_049,15-53-SR, ,Eddie,,Y
CD,2021-06-15 10:02:00,Y,2817,C_049,15-53-SR,N/L,Bob,,Y
CD,2021-06-15 10:02:00,Y,2818,C_049,15-53-SR,N/L,Bob,,Y
W,2021-06-15 10:02:00,Y,1920,C_049,15-53-SR,T,Eddie,,Y
CD,2021-06-15 10:02:00,Y,2810,C_049,15-53-SR,N/L,Bob,,Y
CD,2021-06-15 10:02:00,Y,2811,C_049,15-53-SR,N/L,Bob,,Y
W,2021-06-15 10:02:00,N,C253,C_049,15-53-SR, ,Eddie,,Y
W,2021-06-15 10:02:00,N,1930,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-06-15 10:02:00,N,100,C_049,15-53-SR,N,Eddie,,Y
CD,2021-06-15 10:02:00,N,1915,C_049,15-53-SR,M/L,Eddie,,N
CD,2021-06-15 10:02:00,N,C164,C_049,15-53-SR,L,Eddie,,N
CD,2021-06-15 10:02:00,N,1920,C_049,15-53-SR,T,Eddie,,N
CD,2021-06-15 10:02:00,N,C253,C_049,15-53-SR,P,Eddie,,N
CD,2021-06-15 10:02:00,N,1930,C_049,15-53-SR,M/L,Eddie,,N
CD,2021-06-15 10:02:00,Y,100,C_049,15-53-SR,N,Eddie,,N
CD,2021-06-15 10:12:00,N,1994,C_050,15-54-SR,A,Eddie,,N
CD,2021-06-15 10:12:00,N,1928,C_050,15-54-SR,M/L,Eddie,,N
CD,2021-06-15 10:12:00,N,1021,C_050,15-54-SR,M/L,Eddie,,N
W,2021-06-15 10:12:00,N,1994,C_050,15-54-SR, ,Eddie,,Y
W,2021-06-15 10:12:00,N,1928,C_050,15-54-SR,M/L,Eddie,,Y
W,2021-06-15 10:12:00,Y,1929,C_050,15-54-SR,M/L,Eddie,,Y
W,2021-06-15 10:12:00,Y,1021,C_050,15-54-SR,M/L,Eddie,,Y
W,2021-06-15 10:12:00,N,1927,C_050,15-54-SR,M/L,Eddie,,Y
W,2021-06-15 10:12:00,N,1064,C_050,15-54-SR,U/C,Eddie,,Y
CD,2021-06-15 10:12:00,N,1927,C_050,15-54-SR,M/L,Eddie,,N
W,2021-06-15 10:12:00,N,1915,C_050,15-54-SR,M/L,Eddie,,Y
W,2021-06-15 10:12:00,N,C164,C_050,15-54-SR, ,Eddie,,Y
CD,2021-06-15 10:12:00,Y,2817,C_050,15-54-SR,N/L,Bob,,Y
CD,2021-06-15 10:12:00,Y,2818,C_050,15-54-SR,N/L,Bob,,Y
W,2021-06-15 10:12:00,N,1920,C_050,15-54-SR,T,Eddie,,Y
CD,2021-06-15 10:12:00,Y,2810,C_050,15-54-SR,N/L,Bob,,Y
CD,2021-06-15 10:12:00,Y,2811,C_050,15-54-SR,N/L,Bob,,Y
W,2021-06-15 10:12:00,N,C253,C_050,15-54-SR, ,Eddie,,Y
W,2021-06-15 10:12:00,N,1930,C_050,15-54-SR,M/L,Eddie,,Y
W,2021-06-15 10:12:00,N,2920,C_050,15-54-SR,M/L,Eddie,,Y
W,2021-06-15 10:12:00,N,100,C_050,15-54-SR,N,Eddie,,Y
CD,2021-06-15 10:12:00,N,1915,C_050,15-54-SR,M/L,Eddie,,N
CD,2021-06-15 10:12:00,N,C164,C_050,15-54-SR,L,Eddie,,N
CD,2021-06-15 10:12:00,N,1920,C_050,15-54-SR,T,Eddie,,N
CD,2021-06-15 10:12:00,N,C253,C_050,15-54-SR,P,Eddie,,N
CD,2021-06-15 10:12:00,N,1930,C_050,15-54-SR,M/L,Eddie,,N
CD,2021-06-15 10:12:00,Y,2920,C_050,15-54-SR,M/L,Eddie,,N
CD,2021-06-15 10:12:00,Y,100,C_050,15-54-SR,N,Eddie,,N
W,2021-06-16 09:00:00,N,1994,C_038,15-91-SR, ,Eddie,,Y
W,2021-06-16 09:00:00,N,1928,C_038,15-91-SR,M/L,Eddie,,Y
W,2021-06-16 09:00:00,Y,1929,C_038,15-91-SR,M/L,Eddie,,Y
W,2021-06-16 09:00:00,Y,1021,C_038,15-91-SR,M/L,Eddie,,Y
W,2021-06-16 09:00:00,N,1927,C_038,15-91-SR,M/L,Eddie,,Y
W,2021-06-16 09:00:00,N,1064,C_038,15-91-SR,U/C,Eddie,,Y
W,2021-06-16 09:00:00,N,1915,C_038,15-91-SR,M/L,Eddie,,Y
W,2021-06-16 09:00:00,N,C164,C_038,15-91-SR, ,Eddie,,Y
W,2021-06-16 09:00:00,Y,1920,C_038,15-91-SR,T,Eddie,,Y
W,2021-06-16 09:00:00,N,C253,C_038,15-91-SR, ,Eddie,,Y
W,2021-06-16 09:00:00,N,1930,C_038,15-91-SR,M/L,Eddie,,Y
W,2021-06-16 09:00:00,Y,2920,C_038,15-91-SR,M/L,Eddie,ND,Y
W,2021-06-16 09:00:00,N,100,C_038,15-91-SR,N,Eddie,,Y
CD,2021-06-16 10:15:00,N,1994,C_022,15-81-SR,A,Eddie,,N
CD,2021-06-16 10:15:00,N,1929,C_022,15-81-SR,M/L,Eddie,,N
CD,2021-06-16 10:15:00,N,1021,C_022,15-81-SR,M/L,Eddie,,N
CD,2021-06-16 10:15:00,Y,2414,C_022,15-81-SR,U/L,Bob,,Y
W,2021-06-16 10:15:00,N,1994,C_022,15-81-SR, ,Eddie,,Y
W,2021-06-16 10:15:00,N,1929,C_022,15-81-SR,M/L,Eddie,,Y
W,2021-06-16 10:15:00,Y,1021,C_022,15-81-SR,M/L,Eddie,,Y
W,2021-06-16 10:15:00,N,1927,C_022,15-81-SR,M/L,Eddie,,Y
CD,2021-06-16 10:15:00,N,1005,C_022,15-81-SR,U/L,Bob,,Y
W,2021-06-16 10:15:00,N,1064,C_022,15-81-SR,U/C,Eddie,,Y
W,2021-06-16 10:15:00,N,C164,C_022,15-81-SR, ,Eddie,,Y
CD,2021-06-16 10:15:00,Y,2817,C_022,15-81-SR,N/L,Bob,,Y
CD,2021-06-16 10:15:00,Y,1040,C_022,15-81-SR,M/L,Bob,,Y
CD,2021-06-16 10:15:00,Y,2818,C_022,15-81-SR,N/L,Bob,,Y
W,2021-06-16 10:15:00,Y,1920,C_022,15-81-SR,T,Eddie,,Y
CD,2021-06-16 10:15:00,Y,2810,C_022,15-81-SR,N/L,Bob,,Y
CD,2021-06-16 10:15:00,Y,2811,C_022,15-81-SR,N/L,Bob,,Y
W,2021-06-16 10:15:00,N,C253,C_022,15-81-SR, ,Eddie,,Y
W,2021-06-16 10:15:00,N,1930,C_022,15-81-SR,M/L,Eddie,,Y
W,2021-06-16 10:15:00,N,2920,C_022,15-81-SR,M/L,Eddie,,Y
W,2021-06-16 10:15:00,N,100,C_022,15-81-SR,N,Eddie,,Y
CD,2021-06-16 10:15:00,N,1088,C_022,15-81-SR,U/L,Bob,,Y
CD,2021-06-16 10:15:00,N,1927,C_022,15-81-SR,M/L,Eddie,,N
CD,2021-06-16 10:15:00,N,C164,C_022,15-81-SR,L,Eddie,,N
CD,2021-06-16 10:15:00,N,1920,C_022,15-81-SR,T,Eddie,,N
CD,2021-06-16 10:15:00,N,C253,C_022,15-81-SR,P,Eddie,,N
CD,2021-06-16 10:15:00,N,1930,C_022,15-81-SR,M/L,Eddie,,N
CD,2021-06-16 10:15:00,Y,2920,C_022,15-81-SR,M/L,Eddie,,N
CD,2021-06-16 10:15:00,N,100,C_022,15-81-SR,N,Eddie,,N
CD,2021-06-16 10:45:00,N,1994,C_021,15-83-SR,A,Eddie,,N
CD,2021-06-16 10:45:00,N,1928,C_021,15-83-SR,M/L,Eddie,,N
CD,2021-06-16 10:45:00,N,1021,C_021,15-83-SR,M/L,Eddie,,N
W,2021-06-16 10:45:00,N,1994,C_021,15-83-SR, ,Eddie,,Y
W,2021-06-16 10:45:00,N,1928,C_021,15-83-SR,M/L,Eddie,,Y
W,2021-06-16 10:45:00,Y,1021,C_021,15-83-SR,M/L,Eddie,,Y
W,2021-06-16 10:45:00,N,1927,C_021,15-83-SR,M/L,Eddie,,Y
W,2021-06-16 10:45:00,N,1064,C_021,15-83-SR,U/C,Eddie,,Y
W,2021-06-16 10:45:00,N,C164,C_021,15-83-SR, ,Eddie,,Y
W,2021-06-16 10:45:00,Y,1920,C_021,15-83-SR,T,Eddie,,Y
W,2021-06-16 10:45:00,N,C253,C_021,15-83-SR, ,Eddie,,Y
W,2021-06-16 10:45:00,N,1930,C_021,15-83-SR,M/L,Eddie,,Y
W,2021-06-16 10:45:00,N,100,C_021,15-83-SR,N,Eddie,,Y
CD,2021-06-16 10:45:00,N,1927,C_021,15-83-SR,M/L,Eddie,,N
CD,2021-06-16 10:45:00,N,C164,C_021,15-83-SR,L,Eddie,,N
CD,2021-06-16 10:45:00,N,1920,C_021,15-83-SR,T,Eddie,,N
CD,2021-06-16 10:45:00,N,C253,C_021,15-83-SR,P,Eddie,,N
CD,2021-06-16 10:45:00,N,1930,C_021,15-83-SR,M/L,Eddie,,N
CD,2021-06-16 10:45:00,Y,100,C_021,15-83-SR,N,Eddie,,N
CD,2021-07-08 10:30:00,N,1994,C_041,15-87-SR,A,Eddie,,N
CD,2021-07-08 10:30:00,N,1928,C_041,15-87-SR,M/L,Eddie,,N
W,2021-07-08 10:30:00,N,1994,C_041,15-87-SR, ,Eddie,,Y
W,2021-07-08 10:30:00,N,1928,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-07-08 10:30:00,N,1927,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-07-08 10:30:00,N,1064,C_041,15-87-SR,U/C,Eddie,,Y
W,2021-07-08 10:30:00,N,1915,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-07-08 10:30:00,N,C164,C_041,15-87-SR, ,Eddie,,Y
W,2021-07-08 10:30:00,N,C253,C_041,15-87-SR, ,Eddie,,Y
W,2021-07-08 10:30:00,N,1930,C_041,15-87-SR,M/L,Eddie,,Y
W,2021-07-08 10:30:00,N,100,C_041,15-87-SR,N,Eddie,,Y
CD,2021-07-08 10:30:00,N,1927,C_041,15-87-SR,M/L,Eddie,,N
CD,2021-07-08 10:30:00,N,1915,C_041,15-87-SR,M/L,Eddie,,N
CD,2021-07-08 10:30:00,N,C164,C_041,15-87-SR,L,Eddie,,N
CD,2021-07-08 10:30:00,N,C253,C_041,15-87-SR,P,Eddie,,N
CD,2021-07-08 10:30:00,N,1930,C_041,15-87-SR,M/L,Eddie,,N
CD,2021-07-08 10:30:00,Y,100,C_041,15-87-SR,N,Eddie,,N
CD,2021-07-08 11:19:00,N,1994,C_053,15-88-SR,A,Eddie,,N
CD,2021-07-08 11:19:00,N,1928,C_053,15-88-SR,M/L,Eddie,,N
W,2021-07-08 11:19:00,N,1994,C_053,15-88-SR, ,Eddie,,Y
W,2021-07-08 11:19:00,N,1928,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-07-08 11:19:00,N,1927,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-07-08 11:19:00,N,1064,C_053,15-88-SR,U/C,Eddie,,Y
W,2021-07-08 11:19:00,N,1915,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-07-08 11:19:00,N,C164,C_053,15-88-SR, ,Eddie,,Y
W,2021-07-08 11:19:00,N,C253,C_053,15-88-SR, ,Eddie,,Y
W,2021-07-08 11:19:00,N,1930,C_053,15-88-SR,M/L,Eddie,,Y
W,2021-07-08 11:19:00,N,100,C_053,15-88-SR,N,Eddie,,Y
CD,2021-07-08 11:19:00,N,1927,C_053,15-88-SR,M/L,Eddie,,N
CD,2021-07-08 11:19:00,N,1915,C_053,15-88-SR,M/L,Eddie,,N
CD,2021-07-08 11:19:00,N,C253,C_053,15-88-SR,P,Eddie,,N
CD,2021-07-08 11:19:00,N,1930,C_053,15-88-SR,M/L,Eddie,,N
CD,2021-07-08 11:19:00,Y,100,C_053,15-88-SR,N,Eddie,,N
CD,2021-07-08 11:40:00,N,1994,C_052,15-139-SR,A,Eddie,,N
CD,2021-07-08 11:40:00,N,1928,C_052,15-139-SR,M/L,Eddie,,N
W,2021-07-08 11:40:00,N,1994,C_052,15-139-SR, ,Eddie,,Y
W,2021-07-08 11:40:00,N,1928,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-07-08 11:40:00,N,1927,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-07-08 11:40:00,N,1064,C_052,15-139-SR,U/C,Eddie,,Y
W,2021-07-08 11:40:00,N,1915,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-07-08 11:40:00,N,C164,C_052,15-139-SR, ,Eddie,,Y
W,2021-07-08 11:40:00,N,C253,C_052,15-139-SR, ,Eddie,,Y
W,2021-07-08 11:40:00,N,1930,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-07-08 11:40:00,N,2920,C_052,15-139-SR,M/L,Eddie,,Y
W,2021-07-08 11:40:00,N,100,C_052,15-139-SR,N,Eddie,,Y
CD,2021-07-08 11:40:00,N,1927,C_052,15-139-SR,M/L,Eddie,,N
CD,2021-07-08 11:40:00,N,1915,C_052,15-139-SR,M/L,Eddie,,N
CD,2021-07-08 11:40:00,N,C253,C_052,15-139-SR,P,Eddie,,N
CD,2021-07-08 11:40:00,N,1930,C_052,15-139-SR,M/L,Eddie,,N
CD,2021-07-08 11:40:00,Y,2920,C_052,15-139-SR,M/L,Eddie,,N
CD,2021-07-08 11:40:00,N,100,C_052,15-139-SR,N,Eddie,,N
W,2021-07-08 12:45:00,N,1994,C_049,15-53-SR, ,Eddie,,Y
W,2021-07-08 12:45:00,N,1928,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-07-08 12:45:00,Y,1929,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-07-08 12:45:00,Y,1021,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-07-08 12:45:00,N,1927,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-07-08 12:45:00,N,1064,C_049,15-53-SR,U/C,Eddie,,Y
W,2021-07-08 12:45:00,N,1915,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-07-08 12:45:00,N,C164,C_049,15-53-SR, ,Eddie,,Y
W,2021-07-08 12:45:00,Y,1920,C_049,15-53-SR,T,Eddie,,Y
W,2021-07-08 12:45:00,N,C253,C_049,15-53-SR, ,Eddie,,Y
W,2021-07-08 12:45:00,N,1930,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-07-08 12:45:00,N,2920,C_049,15-53-SR,M/L,Eddie,,Y
W,2021-07-08 12:45:00,N,100,C_049,15-53-SR,N,Eddie,,Y
CD,2021-07-12 11:29:00,N,1994,C_033,15-137-SR,A,Eddie,,N
CD,2021-07-12 11:29:00,N,1928,C_033,15-137-SR,M/L,Eddie,,N
W,2021-07-12 11:29:00,N,1994,C_033,15-137-SR, ,Eddie,,Y
W,2021-07-12 11:29:00,N,1928,C_033,15-137-SR,M/L,Eddie,,Y
W,2021-07-12 11:29:00,N,1927,C_033,15-137-SR,M/L,Eddie,,Y
W,2021-07-12 11:29:00,N,1064,C_033,15-137-SR,U/C,Eddie,,Y
W,2021-07-12 11:29:00,N,1915,C_033,15-137-SR,M/L,Eddie,,Y
W,2021-07-12 11:29:00,N,C164,C_033,15-137-SR, ,Eddie,,Y
W,2021-07-12 11:29:00,N,C253,C_033,15-137-SR, ,Eddie,,Y
W,2021-07-12 11:29:00,N,1930,C_033,15-137-SR,M/L,Eddie,,Y
W,2021-07-12 11:29:00,N,2920,C_033,15-137-SR,M/L,Eddie,,Y
W,2021-07-12 11:29:00,N,100,C_033,15-137-SR,N,Eddie,,Y
CD,2021-07-12 11:29:00,N,1927,C_033,15-137-SR,M/L,Eddie,,N
CD,2021-07-12 11:29:00,N,1915,C_033,15-137-SR,M/L,Eddie,,N
CD,2021-07-12 11:29:00,N,C253,C_033,15-137-SR,P,Eddie,,N
CD,2021-07-12 11:29:00,N,1930,C_033,15-137-SR,M/L,Eddie,,N
CD,2021-07-12 11:29:00,N,2920,C_033,15-137-SR,M/L,Eddie,,N
CD,2021-07-12 11:29:00,Y,100,C_033,15-137-SR,N,Eddie,,N
CD,2021-07-12 14:15:00,N,1994,C_043,15-8-SR,A,Eddie,,N
CD,2021-07-12 14:15:00,N,1928,C_043,15-8-SR,M/L,Eddie,,N
W,2021-07-12 14:15:00,N,1994,C_043,15-8-SR, ,Eddie,,Y
W,2021-07-12 14:15:00,N,1928,C_043,15-8-SR,M/L,Eddie,,Y
W,2021-07-12 14:15:00,N,1927,C_043,15-8-SR,M/L,Eddie,,Y
W,2021-07-12 14:15:00,N,1064,C_043,15-8-SR,U/C,Eddie,,Y
W,2021-07-12 14:15:00,N,1915,C_043,15-8-SR,M/L,Eddie,,Y
W,2021-07-12 14:15:00,N,C164,C_043,15-8-SR, ,Eddie,,Y
W,2021-07-12 14:15:00,N,C253,C_043,15-8-SR, ,Eddie,,Y
W,2021-07-12 14:15:00,N,1930,C_043,15-8-SR,M/L,Eddie,,Y
W,2021-07-12 14:15:00,N,2920,C_043,15-8-SR,M/L,Eddie,,Y
W,2021-07-12 14:15:00,N,100,C_043,15-8-SR,N,Eddie,,Y
CD,2021-07-12 14:15:00,N,1927,C_043,15-8-SR,M/L,Eddie,,N
CD,2021-07-12 14:15:00,N,1915,C_043,15-8-SR,M/L,Eddie,,N
CD,2021-07-12 14:15:00,N,C164,C_043,15-8-SR,L,Eddie,,N
CD,2021-07-12 14:15:00,N,C253,C_043,15-8-SR,P,Eddie,,N
CD,2021-07-12 14:15:00,N,1930,C_043,15-8-SR,M/L,Eddie,,N
CD,2021-07-12 14:15:00,N,2920,C_043,15-8-SR,M/L,Eddie,,N
CD,2021-07-12 14:15:00,Y,100,C_043,15-8-SR,N,Eddie,,N
CD,2021-07-14 08:25:00,N,1994,C_048,15-35-SR,A,Eddie,,N
