S1,DateTime,N1,AC,PS,TI,U,LN,R2,Note1
CD,2019-01-09 13:50:00,Y,2977,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2410,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2420,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2414,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2378,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2418,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2931,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2980,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2983,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2424,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2412,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2413,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2416,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2063,C_012,15-87-SR,N/L,Max,,Y
CD,2019-01-09 13:50:00,Y,2110,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2105,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2066,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2277,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2047,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2044,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2043,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2356,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1928,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1929,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1021,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1927,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1002,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1074,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2388,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2390,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2392,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2394,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2396,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2398,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2400,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1005,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2050,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1010,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2625,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2990,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2306,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1075,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2010,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2222,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2993,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2430,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2943,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2942,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2214,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1015,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1919,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2021,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2046,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2982,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2959,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1017,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2989,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2216,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2941,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,2210,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1020,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2380,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2228,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1905,C_012,15-87-SR,U,Bob,,Y
CD,2019-01-09 13:50:00,N,4006,C_012,15-87-SR,P/L,Paula,,Y
CD,2019-01-09 13:50:00,N,1064,C_012,15-87-SR,U/C,Bob,,Y
CD,2019-01-09 13:50:00,Y,1022,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1024,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2031,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2035,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2039,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2944,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2408,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2440,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2212,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2964,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2070,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2041,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2033,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2005,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2992,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2946,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1025,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2905,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2034,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1915,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2065,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2067,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2274,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2246,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2042,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1028,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2994,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2051,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1030,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1031,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1032,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2967,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1035,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2022,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2015,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2247,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2251,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2626,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2248,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2422,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1036,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1040,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1041,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2998,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2965,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2968,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1920,C_012,15-87-SR,T,Bob,,Y
CD,2019-01-09 13:50:00,Y,2036,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2997,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2966,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2969,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2326,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1039,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,C253,C_012,15-87-SR,P,Eddie,,Y
CD,2019-01-09 13:50:00,N,C253,C_012,15-87-SR,P,Bob,,Y
CD,2019-01-09 13:50:00,Y,2040,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2030,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1042,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2077,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2428,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1045,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1050,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2037,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1052,C_012,15-87-SR,M/L,Bob,,Y
W,2019-01-09 13:50:00,N,1051,C_012,15-87-SR,P/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2996,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1055,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,N,1930,C_012,15-87-SR,M/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2426,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2987,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1085,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2727,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2991,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2383,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2020,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2979,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2224,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2984,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2218,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2904,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,N,100,C_012,15-87-SR,N,Bob,,Y
CD,2019-01-09 13:50:00,N,100,C_012,15-87-SR,N,Eddie,,Y
CD,2019-01-09 13:50:00,Y,2976,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2963,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,2955,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-09 13:50:00,Y,1095,C_012,15-87-SR,U/L,Bob,,Y
CD,2019-01-10 11:04:00,N,1005,C_031,15-85-SR,U/L,Bob,,Y
CD,2019-01-10 11:04:00,N,C253,C_031,15-85-SR,P,Eddie,,Y
CD,2019-01-10 11:04:00,N,1930,C_031,15-85-SR,M/L,Eddie,,Y
CD,2019-01-10 11:04:00,N,100,C_031,15-85-SR,N,Eddie,,Y
CD,2019-01-11 10:30:00,Y,2977,C_050,15-54-SR,U/L,Bob,,N
CD,2019-01-11 10:30:00,Y,2987,C_050,15-54-SR,U/L,Bob,,N
CD,2019-01-11 10:30:00,Y,2986,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2981,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2988,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2985,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2978,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2977,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2410,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2420,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2414,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2378,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2418,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2980,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2983,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2424,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2412,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2413,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2416,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2277,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,1005,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2990,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2222,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2993,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2430,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2943,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2942,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2214,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2982,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2989,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2216,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2941,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2210,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2380,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2228,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,N,4006,C_050,15-54-SR,P/L,Paula,,Y
CD,2019-01-11 10:30:00,Y,2944,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2408,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2212,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2964,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2992,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2246,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,1028,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2994,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,1032,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2967,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2247,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2251,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2248,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2422,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,N,1040,C_050,15-54-SR,M/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2998,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2965,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2968,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2997,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2966,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,N,C253,C_050,15-54-SR,P,Eddie,,Y
CD,2019-01-11 10:30:00,Y,2969,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2030,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2428,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,N,1930,C_050,15-54-SR,M/L,Eddie,,Y
CD,2019-01-11 10:30:00,Y,2996,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2426,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2987,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2991,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2979,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2224,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2984,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2218,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2904,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,N,100,C_050,15-54-SR,N,Eddie,,Y
CD,2019-01-11 10:30:00,Y,2976,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2963,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:30:00,Y,2955,C_050,15-54-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2977,C_049,15-53-SR,U/L,Bob,,N
CD,2019-01-11 10:42:00,Y,2987,C_049,15-53-SR,U/L,Bob,,N
CD,2019-01-11 10:42:00,Y,2986,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2981,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2988,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2985,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2978,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2977,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2410,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2420,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2414,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2378,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2418,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2980,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2983,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2424,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2412,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2413,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2416,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2277,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,1005,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2990,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2222,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2993,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2430,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2943,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2942,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2214,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2982,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2989,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2216,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2941,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2210,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2380,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2228,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,N,4006,C_049,15-53-SR,P/L,Paula,,Y
CD,2019-01-11 10:42:00,Y,2944,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2408,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2212,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2964,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2992,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2246,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,1028,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2994,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,1032,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2967,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2247,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2251,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2248,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2422,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,N,1040,C_049,15-53-SR,M/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2998,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2965,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2968,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2997,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2966,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,N,C253,C_049,15-53-SR,P,Eddie,,Y
CD,2019-01-11 10:42:00,Y,2969,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2030,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2428,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,N,1930,C_049,15-53-SR,M/L,Eddie,,Y
CD,2019-01-11 10:42:00,Y,2996,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2426,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2987,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2991,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2979,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2224,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2984,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2218,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2904,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,N,100,C_049,15-53-SR,N,Eddie,,Y
CD,2019-01-11 10:42:00,Y,2976,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2963,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:42:00,Y,2955,C_049,15-53-SR,U/L,Bob,,Y
CD,2019-01-11 10:58:00,Y,2414,C_033,15-137-SR,U/L,Bob,,Y
CD,2019-01-11 10:58:00,N,1928,C_033,15-137-SR,M/L,Bob,,Y
CD,2019-01-11 10:58:00,Y,1929,C_033,15-137-SR,M/L,Bob,,Y
CD,2019-01-11 10:58:00,Y,1021,C_033,15-137-SR,M/L,Bob,,Y
CD,2019-01-11 10:58:00,N,1927,C_033,15-137-SR,M/L,Bob,,Y
CD,2019-01-11 10:58:00,N,1919,C_033,15-137-SR,M/L,Bob,,Y
CD,2019-01-11 10:58:00,N,1915,C_033,15-137-SR,M/L,Bob,,Y
