S1,DateTime,N1,AC,PS,TI,U,LN,R2
W,2019-06-19 10:49:00,Y,1022,C_002,4-12-EP,U/L,Bob,ND
W,2019-06-19 10:50:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2019-06-19 10:50:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2019-06-19 10:50:00,N,1032,C_003,4-23-SR,U/L,Bob,
W,2019-06-19 10:50:00,N,2920,C_003,4-23-SR,M/L,Bob,
W,2019-06-19 10:50:00,N,C253,C_003,4-23-SR, ,Bob,
W,2019-06-19 10:50:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2019-06-20 09:28:00,N,1064,C_049,15-53-SR,U/C,Eddie,
CD,2019-06-20 09:28:00,N,1996,C_049,15-53-SR,C,Eddie,
CD,2019-06-20 09:39:00,N,1996,C_050,15-54-SR,C,Eddie,
W,2019-06-20 09:39:00,N,1064,C_050,15-54-SR,U/C,Eddie,
W,2019-06-20 09:56:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2019-06-20 09:56:00,N,100,C_061,23-5-EP,N,Eddie,
W,2019-06-20 09:56:00,N,1064,C_061,23-5-EP,U/C,Eddie,
CD,2019-06-20 11:12:00,Y,1021,C_031,15-85-SR,M/L,Bob,
CD,2019-06-20 11:12:00,N,1928,C_031,15-85-SR,M/L,Bob,
W,2019-06-20 11:12:00,N,1051,C_031,15-85-SR,P/L,Bob,
W,2019-06-20 11:12:00,N,1064,C_031,15-85-SR,U/C,Eddie,
W,2019-06-20 11:12:00,Y,1094,C_031,15-85-SR,M,Bob,ND
W,2019-06-20 11:12:00,N,1010,C_031,15-85-SR,U/L,Bob,
CD,2019-06-20 11:12:00,Y,1929,C_031,15-85-SR,M/L,Bob,
CD,2019-06-20 11:12:00,Y,1905,C_031,15-85-SR,U,Bob,
CD,2019-06-20 11:12:00,N,4006,C_031,15-85-SR,P/L,Paula,
CD,2019-06-20 11:12:00,Y,1010,C_031,15-85-SR,U/L,Bob,
W,2019-06-20 11:12:00,N,100,C_031,15-85-SR,N,Bob,
W,2019-06-20 11:12:00,N,1010,C_031,15-85-SR,U/L,Bob,
CD,2019-06-20 11:12:00,N,1996,C_031,15-85-SR,C,Eddie,
CD,2019-06-20 11:12:00,Y,2010,C_031,15-85-SR,U/L,Bob,
CD,2019-06-20 11:12:00,N,C164,C_031,15-85-SR,L,Bob,
CD,2019-06-25 10:36:00,N,1996,C_037,15-84-SR,C,Eddie,
W,2019-06-25 10:36:00,N,1064,C_037,15-84-SR,U/C,Eddie,
W,2019-06-25 11:14:00,N,1064,C_061,23-5-EP,U/C,Eddie,
W,2019-06-25 11:14:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2019-06-25 11:14:00,N,100,C_061,23-5-EP,N,Eddie,
CD,2019-06-25 11:48:00,N,1929,C_022,15-81-SR,M/L,Bob,
CD,2019-06-25 11:48:00,N,1928,C_022,15-81-SR,M/L,Bob,
CD,2019-06-25 11:48:00,N,C164,C_022,15-81-SR,L,Bob,
CD,2019-06-25 11:48:00,N,1996,C_022,15-81-SR,C,Eddie,
W,2019-06-25 11:48:00,N,1010,C_022,15-81-SR,U/L,Bob,
W,2019-06-25 11:48:00,N,1051,C_022,15-81-SR,P/L,Bob,
CD,2019-06-25 11:48:00,Y,1021,C_022,15-81-SR,M/L,Bob,
W,2019-06-25 11:48:00,N,100,C_022,15-81-SR,N,Bob,
CD,2019-06-25 11:48:00,Y,1010,C_022,15-81-SR,U/L,Bob,
CD,2019-06-25 11:48:00,Y,2010,C_022,15-81-SR,U/L,Bob,
W,2019-06-25 11:48:00,N,1064,C_022,15-81-SR,U/C,Eddie,
CD,2019-06-25 11:48:00,N,4006,C_022,15-81-SR,P/L,Paula,
W,2019-06-25 12:00:00,N,1010,C_049,15-53-SR,U/L,Bob,
CD,2019-06-25 12:00:00,Y,1021,C_049,15-53-SR,M/L,Bob,
CD,2019-06-25 12:00:00,N,1996,C_049,15-53-SR,C,Eddie,
CD,2019-06-25 12:00:00,Y,1905,C_049,15-53-SR,U,Bob,
W,2019-06-25 12:00:00,N,1064,C_049,15-53-SR,U/C,Eddie,
CD,2019-06-25 12:00:00,N,C164,C_049,15-53-SR,L,Bob,
CD,2019-06-25 12:00:00,N,1928,C_049,15-53-SR,M/L,Bob,
CD,2019-06-25 12:00:00,N,4006,C_049,15-53-SR,P/L,Paula,
CD,2019-06-25 12:00:00,Y,1929,C_049,15-53-SR,M/L,Bob,
W,2019-06-25 12:00:00,Y,100,C_049,15-53-SR,N,Bob,ND
CD,2019-06-25 12:00:00,Y,1010,C_049,15-53-SR,U/L,Bob,
CD,2019-06-25 12:00:00,Y,2010,C_049,15-53-SR,U/L,Bob,
W,2019-06-25 12:30:00,N,1051,C_050,15-54-SR,P/L,Bob,
CD,2019-06-25 12:30:00,Y,1929,C_050,15-54-SR,M/L,Bob,
CD,2019-06-25 12:30:00,N,1996,C_050,15-54-SR,C,Eddie,
CD,2019-06-25 12:30:00,Y,2010,C_050,15-54-SR,U/L,Bob,
W,2019-06-25 12:30:00,N,1064,C_050,15-54-SR,U/C,Eddie,
CD,2019-06-25 12:30:00,Y,1010,C_050,15-54-SR,U/L,Bob,
CD,2019-06-25 12:30:00,N,C164,C_050,15-54-SR,L,Bob,
W,2019-06-25 12:30:00,N,2941,C_050,15-54-SR,U/L,Bob,
CD,2019-06-25 12:30:00,N,1928,C_050,15-54-SR,M/L,Bob,
W,2019-06-25 12:30:00,Y,100,C_050,15-54-SR,N,Bob,ND
CD,2019-06-25 12:30:00,Y,1905,C_050,15-54-SR,U,Bob,
CD,2019-06-25 12:30:00,Y,1021,C_050,15-54-SR,M/L,Bob,
W,2019-06-25 12:30:00,N,1010,C_050,15-54-SR,U/L,Bob,
CD,2019-06-25 12:30:00,N,4006,C_050,15-54-SR,P/L,Paula,
CD,2019-06-25 12:30:00,Y,2941,C_050,15-54-SR,U/L,Bob,
CD,2019-06-25 12:45:00,N,C164,C_021,15-83-SR,L,Bob,
CD,2019-06-25 12:45:00,N,1929,C_021,15-83-SR,M/L,Bob,
CD,2019-06-25 12:45:00,Y,1905,C_021,15-83-SR,U,Bob,
W,2019-06-25 12:45:00,N,1051,C_021,15-83-SR,P/L,Bob,
CD,2019-06-25 12:45:00,N,4006,C_021,15-83-SR,P/L,Paula,
CD,2019-06-25 12:45:00,N,1928,C_021,15-83-SR,M/L,Bob,
CD,2019-06-25 12:45:00,N,1996,C_021,15-83-SR,C,Eddie,
W,2019-06-25 12:45:00,N,100,C_021,15-83-SR,N,Bob,
CD,2019-06-25 12:45:00,Y,1021,C_021,15-83-SR,M/L,Bob,
CD,2019-06-25 12:45:00,Y,2010,C_021,15-83-SR,U/L,Bob,
W,2019-06-25 12:45:00,N,1064,C_021,15-83-SR,U/C,Eddie,
W,2019-06-26 00:00:00,Y,1028,C_002,4-12-EP,U/L,Bob,ND
W,2019-06-26 00:00:00,N,1004,C_002,4-12-EP,U/L,Bob,
W,2019-06-26 00:00:00,N,1022,C_002,4-12-EP,U/L,Bob,
W,2019-06-26 00:00:00,Y,1032,C_002,4-12-EP,U/L,Bob,ND
W,2019-06-26 10:42:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-06-26 10:42:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2019-06-26 11:44:00,N,1064,C_002,4-12-EP,U/C,Eddie,
CD,2019-06-26 11:44:00,N,1996,C_002,4-12-EP,C,Eddie,
CD,2019-06-26 11:44:00,N,1996,C_002,1-502-MD,C,Eddie,
CD,2019-06-26 11:44:00,N,100,C_002,1-502-MD,N,Eddie,
CD,2019-06-26 11:44:00,N,1930,C_002,1-502-MD,M/L,Eddie,
CD,2019-06-26 11:44:00,N,C253,C_002,1-502-MD,P,Eddie,
W,2019-06-26 12:15:00,N,C253,C_003,4-23-SR, ,Bob,
W,2019-06-26 12:15:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2019-06-26 12:15:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2019-06-26 12:15:00,N,1028,C_003,4-23-SR,U/L,Bob,
W,2019-06-26 12:15:00,N,2920,C_003,4-23-SR,M/L,Bob,
W,2019-06-26 12:15:00,N,1032,C_003,4-23-SR,U/L,Bob,
CD,2019-06-26 12:37:00,N,1996,C_003,4-23-SR,C,Eddie,
W,2019-06-26 12:37:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2019-07-02 10:38:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-07-02 10:38:00,N,1996,C_053,15-88-SR,C,Eddie,
CD,2019-07-02 11:48:00,N,C164,C_033,15-137-SR,L,Bob,
CD,2019-07-02 11:48:00,N,1928,C_033,15-137-SR,M/L,Bob,
CD,2019-07-02 11:48:00,Y,1021,C_033,15-137-SR,M/L,Bob,
CD,2019-07-02 11:48:00,Y,1929,C_033,15-137-SR,M/L,Bob,
CD,2019-07-02 11:48:00,N,1996,C_033,15-137-SR,C,Eddie,
W,2019-07-02 11:48:00,N,1064,C_033,15-137-SR,U/C,Eddie,
CD,2019-07-02 12:48:00,N,C164,C_043,15-8-SR,L,Bob,
CD,2019-07-02 12:48:00,N,1928,C_043,15-8-SR,M/L,Bob,
W,2019-07-02 12:48:00,N,1064,C_043,15-8-SR,U/C,Eddie,
CD,2019-07-02 12:48:00,Y,1929,C_043,15-8-SR,M/L,Bob,
CD,2019-07-02 12:48:00,N,1996,C_043,15-8-SR,C,Eddie,
CD,2019-07-02 12:48:00,Y,1021,C_043,15-8-SR,M/L,Bob,
CD,2019-07-03 08:09:00,N,1996,C_003,4-23-SR,C,Eddie,
W,2019-07-03 08:09:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2019-07-03 08:27:00,N,2942,C_002,4-12-EP,U/L,Bob,
W,2019-07-03 08:27:00,N,2941,C_002,4-12-EP,U/L,Bob,
CD,2019-07-03 08:27:00,N,C253,C_002,1-502-MD,P,Eddie,
CD,2019-07-03 08:27:00,N,1996,C_002,1-502-MD,C,Eddie,
W,2019-07-03 08:27:00,N,2944,C_002,4-12-EP,U/L,Bob,
W,2019-07-03 08:27:00,N,1064,C_002,4-12-EP,U/C,Eddie,
W,2019-07-03 08:27:00,N,2950,C_002,4-12-EP,U/L,Bob,
W,2019-07-03 08:27:00,N,2943,C_002,4-12-EP,U/L,Bob,
CD,2019-07-03 08:27:00,N,100,C_002,1-502-MD,N,Eddie,
W,2019-07-03 08:27:00,N,1004,C_002,4-12-EP,U/L,Bob,
W,2019-07-03 08:27:00,Y,1028,C_002,4-12-EP,U/L,Bob,ND
CD,2019-07-03 08:27:00,N,1930,C_002,1-502-MD,M/L,Eddie,
W,2019-07-03 08:27:00,Y,1032,C_002,4-12-EP,U/L,Bob,ND
W,2019-07-03 08:27:00,N,1022,C_002,4-12-EP,U/L,Bob,
CD,2019-07-03 08:27:00,N,1996,C_002,4-12-EP,C,Eddie,
W,2019-07-03 08:50:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2019-07-03 08:50:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2019-07-03 08:50:00,N,2920,C_003,4-23-SR,M/L,Bob,
W,2019-07-03 08:50:00,Y,1032,C_003,4-23-SR,U/L,Bob,ND
W,2019-07-03 08:50:00,N,C253,C_003,4-23-SR, ,Bob,
W,2019-07-03 08:50:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2019-07-09 12:02:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-07-09 12:02:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2019-07-09 12:30:00,N,1064,C_052,15-139-SR,U/C,Eddie,
CD,2019-07-09 12:30:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2019-07-10 12:57:00,N,1064,C_048,15-35-SR,U/C,Eddie,
CD,2019-07-10 12:57:00,N,1996,C_048,15-35-SR,C,Eddie,
W,2019-07-16 10:49:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-07-16 10:49:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2019-07-17 10:18:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-07-17 10:18:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2019-07-18 10:58:00,N,1064,C_050,15-54-SR,U/C,Eddie,
CD,2019-07-18 10:58:00,N,1996,C_050,15-54-SR,C,Eddie,
CD,2019-07-18 11:07:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2019-07-18 11:07:00,N,1064,C_049,15-53-SR,U/C,Eddie,
W,2019-07-23 09:58:00,N,1064,C_061,23-5-EP,U/C,Eddie,
W,2019-07-23 09:58:00,N,100,C_061,23-5-EP,N,Eddie,
W,2019-07-23 09:58:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2019-07-23 10:10:00,N,1064,C_050,15-54-SR,U/C,Eddie,
CD,2019-07-23 10:10:00,N,1996,C_050,15-54-SR,C,Eddie,
CD,2019-07-23 10:18:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2019-07-23 10:18:00,N,1064,C_049,15-53-SR,U/C,Eddie,
W,2019-07-23 11:28:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-07-23 11:28:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2019-07-23 12:05:00,N,1064,C_012,15-87-SR,U/C,Eddie,
CD,2019-07-23 12:05:00,N,1996,C_012,15-87-SR,C,Eddie,
W,2019-07-24 10:40:00,Y,1032,C_003,4-23-SR,U/L,Bob,ND
CD,2019-07-24 10:40:00,N,1996,C_003,4-23-SR,C,Eddie,
W,2019-07-24 10:40:00,Y,1022,C_003,4-23-SR,U/L,Bob,ND
W,2019-07-24 10:40:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2019-07-24 10:40:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2019-07-24 10:40:00,N,1927,C_003,4-23-SR,M/L,Bob,
W,2019-07-24 11:02:00,Y,1022,C_002,4-12-EP,U/L,Bob,ND
W,2019-07-24 11:02:00,N,1004,C_002,4-12-EP,U/L,Bob,
W,2019-07-24 11:02:00,N,1064,C_002,4-12-EP,U/C,Eddie,
CD,2019-07-24 11:02:00,N,C253,C_002,1-502-MD,P,Eddie,
CD,2019-07-24 11:02:00,N,1930,C_002,1-502-MD,M/L,Eddie,
W,2019-07-24 11:02:00,N,2950,C_002,4-12-EP,U/L,Bob,
CD,2019-07-24 11:02:00,N,1996,C_002,4-12-EP,C,Eddie,
CD,2019-07-24 11:02:00,N,1996,C_002,1-502-MD,C,Eddie,
W,2019-07-24 11:02:00,Y,1028,C_002,4-12-EP,U/L,Bob,ND
W,2019-07-24 11:02:00,Y,1032,C_002,4-12-EP,U/L,Bob,ND
W,2019-07-24 11:02:00,N,2943,C_002,4-12-EP,U/L,Bob,
W,2019-07-24 11:02:00,N,2944,C_002,4-12-EP,U/L,Bob,
W,2019-07-24 11:02:00,N,2942,C_002,4-12-EP,U/L,Bob,
W,2019-07-24 11:02:00,N,2941,C_002,4-12-EP,U/L,Bob,
CD,2019-07-24 11:02:00,N,100,C_002,1-502-MD,N,Eddie,
W,2019-07-25 11:30:00,N,2920,C_003,4-23-SR,M/L,Bob,
W,2019-07-25 11:30:00,N,100,C_003,4-23-SR,N,Bob,
W,2019-07-25 11:30:00,N,C253,C_003,4-23-SR, ,Bob,
W,2019-07-30 09:52:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2019-07-30 09:52:00,N,100,C_061,23-5-EP,N,Eddie,
W,2019-07-30 09:52:00,N,1064,C_061,23-5-EP,U/C,Eddie,
CD,2019-07-30 10:04:00,N,1996,C_050,15-54-SR,C,Eddie,
W,2019-07-30 10:04:00,N,1064,C_050,15-54-SR,U/C,Eddie,
W,2019-07-30 10:12:00,N,1064,C_049,15-53-SR,U/C,Eddie,
CD,2019-07-30 10:12:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2019-07-30 11:28:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-07-30 11:28:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2019-07-30 12:10:00,N,1064,C_052,15-139-SR,U/C,Eddie,
CD,2019-07-30 12:10:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2019-07-31 08:58:00,N,1927,C_003,4-23-SR,M/L,Bob,
CD,2019-07-31 08:58:00,N,1996,C_003,4-23-SR,C,Eddie,
W,2019-07-31 08:58:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2019-07-31 08:58:00,Y,1032,C_003,4-23-SR,U/L,Bob,ND
W,2019-07-31 08:58:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2019-07-31 08:58:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2019-07-31 09:00:00,N,2920,C_003,4-23-SR,M/L,Bob,
W,2019-07-31 09:00:00,N,100,C_003,4-23-SR,N,Bob,
W,2019-07-31 09:00:00,N,C253,C_003,4-23-SR, ,Bob,
W,2019-07-31 09:26:00,N,1022,C_002,4-12-EP,U/L,Bob,
W,2019-07-31 09:26:00,N,1064,C_002,4-12-EP,U/C,Eddie,
W,2019-07-31 09:26:00,Y,1028,C_002,4-12-EP,U/L,Bob,ND
W,2019-07-31 09:26:00,N,2943,C_002,4-12-EP,U/L,Bob,
W,2019-07-31 09:26:00,N,2944,C_002,4-12-EP,U/L,Bob,
CD,2019-07-31 09:26:00,N,1996,C_002,1-502-MD,C,Eddie,
CD,2019-07-31 09:26:00,N,100,C_002,1-502-MD,N,Eddie,
W,2019-07-31 09:26:00,N,2941,C_002,4-12-EP,U/L,Bob,
CD,2019-07-31 09:26:00,N,1930,C_002,1-502-MD,M/L,Eddie,
CD,2019-07-31 09:26:00,N,C253,C_002,1-502-MD,P,Eddie,
W,2019-07-31 09:26:00,N,2950,C_002,4-12-EP,U/L,Bob,
W,2019-07-31 09:26:00,Y,1032,C_002,4-12-EP,U/L,Bob,ND
W,2019-07-31 09:26:00,N,1004,C_002,4-12-EP,U/L,Bob,
CD,2019-07-31 09:26:00,N,1996,C_002,4-12-EP,C,Eddie,
W,2019-07-31 09:26:00,N,2942,C_002,4-12-EP,U/L,Bob,
CD,2019-07-31 15:09:00,N,2414,C_002,1-502-MD,U/L,Bob,
CD,2019-08-06 08:42:00,N,1996,C_033,15-137-SR,C,Eddie,
CD,2019-08-06 08:42:00,Y,2811,C_033,15-137-SR,N/L,Bob,
CD,2019-08-06 08:42:00,Y,2810,C_033,15-137-SR,N/L,Bob,
W,2019-08-06 08:42:00,N,1064,C_033,15-137-SR,U/C,Eddie,
CD,2019-08-06 08:42:00,Y,2817,C_033,15-137-SR,N/L,Bob,
CD,2019-08-06 08:42:00,Y,2818,C_033,15-137-SR,N/L,Bob,
CD,2019-08-06 08:58:00,N,1996,C_049,15-53-SR,C,Eddie,
CD,2019-08-06 08:58:00,Y,2817,C_049,15-53-SR,N/L,Bob,
CD,2019-08-06 08:58:00,Y,2818,C_049,15-53-SR,N/L,Bob,
CD,2019-08-06 08:58:00,Y,2811,C_049,15-53-SR,N/L,Bob,
CD,2019-08-06 08:58:00,Y,2810,C_049,15-53-SR,N/L,Bob,
W,2019-08-06 08:58:00,N,1064,C_049,15-53-SR,U/C,Eddie,
W,2019-08-06 09:09:00,N,1064,C_050,15-54-SR,U/C,Eddie,
CD,2019-08-06 09:09:00,N,1996,C_050,15-54-SR,C,Eddie,
CD,2019-08-06 09:09:00,Y,2811,C_050,15-54-SR,N/L,Bob,
CD,2019-08-06 09:09:00,Y,2818,C_050,15-54-SR,N/L,Bob,
CD,2019-08-06 09:09:00,Y,2810,C_050,15-54-SR,N/L,Bob,
CD,2019-08-06 09:09:00,Y,2817,C_050,15-54-SR,N/L,Bob,
CD,2019-08-06 09:45:00,Y,2811,C_053,15-88-SR,N/L,Bob,
CD,2019-08-06 09:45:00,N,1996,C_053,15-88-SR,C,Eddie,
CD,2019-08-06 09:45:00,Y,2817,C_053,15-88-SR,N/L,Bob,
W,2019-08-06 09:45:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2019-08-06 09:45:00,Y,2810,C_053,15-88-SR,N/L,Bob,
CD,2019-08-06 09:45:00,Y,2818,C_053,15-88-SR,N/L,Bob,
CD,2019-08-06 10:01:00,Y,2811,C_052,15-139-SR,N/L,Bob,
CD,2019-08-06 10:01:00,Y,2810,C_052,15-139-SR,N/L,Bob,
CD,2019-08-06 10:01:00,N,1996,C_052,15-139-SR,C,Eddie,
CD,2019-08-06 10:01:00,Y,2817,C_052,15-139-SR,N/L,Bob,
CD,2019-08-06 10:01:00,Y,2818,C_052,15-139-SR,N/L,Bob,
W,2019-08-06 10:01:00,N,1064,C_052,15-139-SR,U/C,Eddie,
CD,2019-08-06 10:15:00,Y,2818,C_062,14-3-EP,N/L,Bob,
CD,2019-08-06 10:15:00,Y,2817,C_062,14-3-EP,N/L,Bob,
W,2019-08-06 10:15:00,N,1064,C_062,14-3-EP,U/C,Eddie,
CD,2019-08-06 10:15:00,Y,2810,C_062,14-3-EP,N/L,Bob,
CD,2019-08-06 10:15:00,N,1996,C_062,14-3-EP,C,Eddie,
CD,2019-08-06 10:15:00,Y,2811,C_062,14-3-EP,N/L,Bob,
W,2019-08-06 11:10:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2019-08-06 11:10:00,Y,2920,C_053,15-88-SR,M/L,Bob,ND
CD,2019-08-06 11:10:00,N,1996,C_053,15-88-SR,C,Eddie,
CD,2019-08-06 11:45:00,Y,2818,C_003,4-23-SR,N/L,Bob,
CD,2019-08-06 11:45:00,Y,2811,C_003,4-23-SR,N/L,Bob,
CD,2019-08-06 11:45:00,Y,2810,C_003,4-23-SR,N/L,Bob,
CD,2019-08-06 11:45:00,N,1996,C_003,4-23-SR,C,Eddie,
CD,2019-08-06 11:45:00,Y,2817,C_003,4-23-SR,N/L,Bob,
W,2019-08-06 11:45:00,N,1064,C_003,4-23-SR,U/C,Eddie,
CD,2019-08-06 12:01:00,Y,2812,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,N,2806,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2811,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2813,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,N,2802,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2810,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2810,C_002,4-12-EP,N/L,Bob,
CD,2019-08-06 12:01:00,N,1996,C_002,1-502-MD,C,Eddie,
CD,2019-08-06 12:01:00,N,1996,C_002,4-12-EP,C,Eddie,
CD,2019-08-06 12:01:00,Y,2818,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,N,2805,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2808,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2817,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2811,C_002,4-12-EP,N/L,Bob,
CD,2019-08-06 12:01:00,N,2803,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,N,100,C_002,1-502-MD,N,Eddie,
CD,2019-08-06 12:01:00,Y,2817,C_002,4-12-EP,N/L,Bob,
CD,2019-08-06 12:01:00,N,2809,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,N,C253,C_002,1-502-MD,P,Eddie,
CD,2019-08-06 12:01:00,Y,2815,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2814,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,N,2804,C_002,1-502-MD,N/L,Bob,
W,2019-08-06 12:01:00,N,1064,C_002,4-12-EP,U/C,Eddie,
CD,2019-08-06 12:01:00,Y,2816,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,Y,2818,C_002,4-12-EP,N/L,Bob,
CD,2019-08-06 12:01:00,N,2801,C_002,1-502-MD,N/L,Bob,
CD,2019-08-06 12:01:00,N,2807,C_002,1-502-MD,N/L,Bob,
W,2019-08-07 09:50:00,Y,1028,C_002,4-12-EP,U/L,Bob,ND
W,2019-08-07 09:50:00,N,1031,C_002,4-12-EP,M/L,Bob,
W,2019-08-07 09:50:00,N,1064,C_002,4-12-EP,U/C,Eddie,
W,2019-08-07 09:50:00,N,1927,C_002,4-12-EP,M/L,Bob,
W,2019-08-07 09:50:00,N,1004,C_002,4-12-EP,U/L,Bob,
W,2019-08-07 09:50:00,N,2941,C_002,4-12-EP,U/L,Bob,
W,2019-08-07 09:50:00,N,1919,C_002,4-12-EP,M/L,Bob,
W,2019-08-07 09:50:00,Y,1022,C_002,4-12-EP,U/L,Bob,ND
W,2019-08-07 09:50:00,N,2943,C_002,4-12-EP,U/L,Bob,
CD,2019-08-07 09:50:00,N,1996,C_002,4-12-EP,C,Eddie,
W,2019-08-07 09:50:00,N,1994,C_002,4-12-EP, ,Bob,
W,2019-08-07 09:50:00,N,2950,C_002,4-12-EP,U/L,Bob,
W,2019-08-07 09:50:00,Y,1032,C_002,4-12-EP,U/L,Bob,ND
W,2019-08-07 09:50:00,N,1915,C_002,4-12-EP,M/L,Bob,
W,2019-08-07 09:50:00,N,2942,C_002,4-12-EP,U/L,Bob,
CD,2019-08-07 09:50:00,N,1930,C_002,1-502-MD,M/L,Eddie,
CD,2019-08-07 09:50:00,N,C253,C_002,1-502-MD,P,Eddie,
W,2019-08-07 09:50:00,N,2944,C_002,4-12-EP,U/L,Bob,
CD,2019-08-07 09:50:00,N,100,C_002,1-502-MD,N,Eddie,
CD,2019-08-07 09:50:00,N,1996,C_002,1-502-MD,C,Eddie,
W,2019-08-07 09:50:00,N,1930,C_002,4-12-EP,M/L,Bob,
W,2019-08-07 09:50:00,N,C253,C_002,4-12-EP, ,Bob,
W,2019-08-07 10:17:00,Y,1920,C_003,4-23-SR,T,Bob,ND
W,2019-08-07 10:17:00,Y,1032,C_003,4-23-SR,U/L,Bob,ND
W,2019-08-07 10:17:00,N,1022,C_003,4-23-SR,U/L,Bob,
W,2019-08-07 10:17:00,N,1927,C_003,4-23-SR,M/L,Bob,
CD,2019-08-07 10:17:00,N,1996,C_003,4-23-SR,C,Eddie,
W,2019-08-07 10:17:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2019-08-07 10:17:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2019-08-08 11:09:00,N,1064,C_061,23-5-EP,U/C,Eddie,
W,2019-08-08 11:09:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2019-08-08 11:09:00,N,100,C_061,23-5-EP,N,Eddie,
W,2019-08-08 11:21:00,N,1064,C_050,15-54-SR,U/C,Eddie,
CD,2019-08-08 11:21:00,N,1996,C_050,15-54-SR,C,Eddie,
CD,2019-08-08 11:21:00,Y,1021,C_050,15-54-SR,M/L,Bob,
CD,2019-08-08 11:21:00,N,1928,C_050,15-54-SR,M/L,Bob,
CD,2019-08-08 11:21:00,Y,1929,C_050,15-54-SR,M/L,Bob,
CD,2019-08-08 11:28:00,Y,1929,C_049,15-53-SR,M/L,Bob,
CD,2019-08-08 11:28:00,N,1996,C_049,15-53-SR,C,Eddie,
CD,2019-08-08 11:28:00,N,1928,C_049,15-53-SR,M/L,Bob,
CD,2019-08-08 11:28:00,Y,1021,C_049,15-53-SR,M/L,Bob,
W,2019-08-08 11:28:00,N,1064,C_049,15-53-SR,U/C,Eddie,
CD,2019-08-13 10:03:00,Y,1929,C_048,15-35-SR,M/L,Bob,
CD,2019-08-13 10:03:00,N,1996,C_048,15-35-SR,C,Eddie,
CD,2019-08-13 10:03:00,N,1928,C_048,15-35-SR,M/L,Bob,
