S1,DateTime,N1,AC,PS,TI,U,LN,R2
W,2022-05-11 10:00:00,Y,1040,C_003,4-23-SR,M/L,Bob,ND
W,2022-05-11 10:00:00,N,1031,C_003,4-23-SR,M/L,Bob,
W,2022-05-11 10:00:00,N,C253,C_003,4-23-SR, ,Eddie,
W,2022-05-11 10:00:00,N,1930,C_003,4-23-SR,M/L,Eddie,
W,2022-05-11 10:00:00,Y,2414,C_003,4-23-SR,U/L,Bob,ND
W,2022-05-11 10:00:00,Y,1005,C_003,4-23-SR,U/L,Bob,ND
W,2022-05-11 10:00:00,N,2920,C_003,4-23-SR,M/L,Bob,
W,2022-05-11 10:00:00,N,1920,C_003,4-23-SR,T,Eddie,
W,2022-05-11 10:00:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2022-05-12 09:34:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-12 09:34:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-12 09:34:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-12 10:15:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-12 10:15:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-12 10:15:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-13 09:02:00,N,2920,C_004,15-80-SR,M/L,Bob,
W,2022-05-13 09:02:00,Y,1032,C_004,15-80-SR,U/L,Bob,ND
W,2022-05-13 09:02:00,N,1040,C_004,15-80-SR,M/L,Bob,
W,2022-05-13 09:02:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-13 09:02:00,N,1905,C_004,15-80-SR,C,Bob,
W,2022-05-13 09:02:00,Y,1044,C_004,15-80-SR,M/L,Bob,ND
W,2022-05-13 09:02:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-13 09:02:00,N,C253,C_004,15-80-SR, ,Bob,
W,2022-05-13 09:02:00,Y,1041,C_004,15-80-SR,M/L,Bob,ND
W,2022-05-13 09:02:00,Y,1028,C_004,15-80-SR,U/L,Bob,ND
W,2022-05-13 09:02:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-13 09:44:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-13 09:44:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-13 09:44:00,Y,1032,C_069,14-7-EP,U/L,Bob,ND
W,2022-05-13 09:44:00,Y,1028,C_069,14-7-EP,U/L,Bob,ND
W,2022-05-13 09:44:00,N,1040,C_069,14-7-EP,M/L,Bob,
W,2022-05-13 09:44:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-16 13:55:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-16 13:55:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-16 13:55:00,N,2920,C_004,15-80-SR,M/L,Bob,
W,2022-05-16 13:55:00,Y,1028,C_004,15-80-SR,U/L,Bob,ND
W,2022-05-16 13:55:00,Y,1032,C_004,15-80-SR,U/L,Bob,ND
W,2022-05-16 13:55:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-16 13:55:00,Y,1920,C_004,15-80-SR,T,Eddie,
W,2022-05-16 14:15:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-16 14:15:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-16 14:15:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-17 11:05:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-17 11:05:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-17 11:05:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-17 11:31:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-17 11:31:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-17 11:31:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-18 08:55:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-18 08:55:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-18 08:55:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-18 09:18:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-18 09:18:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-18 09:18:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-19 09:20:00,N,1930,C_003,4-23-SR,M/L,Bob,
W,2022-05-19 09:20:00,N,1920,C_003,4-23-SR,T,Eddie,
W,2022-05-19 09:20:00,N,2920,C_003,4-23-SR,M/L,Bob,
W,2022-05-19 09:20:00,N,100,C_003,4-23-SR,N,Eddie,
W,2022-05-19 09:20:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2022-05-19 09:20:00,N,C253,C_003,4-23-SR, ,Eddie,
W,2022-05-19 09:31:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-19 09:31:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-19 09:31:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-19 09:55:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-19 09:55:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-19 09:55:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-19 10:43:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2022-05-19 10:43:00,N,2920,C_053,15-88-SR,M/L,Bob,
W,2022-05-19 10:43:00,N,C253,C_053,15-88-SR, ,Eddie,
W,2022-05-19 10:43:00,N,100,C_053,15-88-SR,N,Eddie,
W,2022-05-19 10:58:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2022-05-19 10:58:00,N,C253,C_053,15-88-SR, ,Eddie,
W,2022-05-19 10:58:00,N,100,C_053,15-88-SR,N,Eddie,
W,2022-05-19 15:40:00,N,C253,C_031,15-85-SR, ,Eddie,
W,2022-05-19 15:40:00,N,1064,C_031,15-85-SR,U/C,Eddie,
W,2022-05-19 15:40:00,N,1005,C_031,15-85-SR,U/L,Bob,
W,2022-05-19 15:40:00,N,100,C_031,15-85-SR,N,Eddie,
W,2022-05-19 15:55:00,N,100,C_012,15-87-SR,N,Eddie,
W,2022-05-19 15:55:00,N,C253,C_012,15-87-SR, ,Eddie,
W,2022-05-19 15:55:00,N,1064,C_012,15-87-SR,U/C,Eddie,
W,2022-05-19 15:55:00,N,1005,C_012,15-87-SR,U/L,Eaton,
W,2022-05-19 15:55:00,N,1005,C_012,15-87-SR,U/L,Bob,
W,2022-05-19 16:03:00,N,1005,C_041,14-2-EP,U/L,Eaton,
W,2022-05-19 16:03:00,N,1064,C_041,14-2-EP,U/C,Eddie,
W,2022-05-19 16:03:00,N,C253,C_041,14-2-EP, ,Eddie,
W,2022-05-19 16:03:00,N,100,C_041,14-2-EP,N,Eddie,
W,2022-05-19 16:03:00,N,1005,C_041,14-2-EP,U/L,Bob,
W,2022-05-20 09:10:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-20 09:10:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-20 09:10:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-20 09:40:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-20 09:40:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-20 09:40:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-23 10:20:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-23 10:20:00,Y,1032,C_004,15-80-SR,U/L,Bob,ND
W,2022-05-23 10:20:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-23 10:20:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-23 10:20:00,Y,1920,C_004,15-80-SR,T,Eddie,
W,2022-05-23 10:20:00,N,2920,C_004,15-80-SR,M/L,Bob,
W,2022-05-23 10:20:00,Y,1028,C_004,15-80-SR,U/L,Bob,ND
W,2022-05-23 10:55:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-23 10:55:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-23 10:55:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-24 09:52:00,N,100,C_031,15-85-SR,N,Eddie,
W,2022-05-24 09:52:00,N,1064,C_031,15-85-SR,U/C,Eddie,
W,2022-05-24 09:52:00,N,1005,C_031,15-85-SR,U/L,Bob,
W,2022-05-24 09:52:00,N,C253,C_031,15-85-SR, ,Eddie,
W,2022-05-24 10:10:00,N,100,C_012,15-87-SR,N,Eddie,
W,2022-05-24 10:10:00,N,C253,C_012,15-87-SR, ,Eddie,
W,2022-05-24 10:10:00,N,1064,C_012,15-87-SR,U/C,Eddie,
W,2022-05-24 10:10:00,N,1005,C_012,15-87-SR,U/L,Bob,
W,2022-05-24 10:19:00,N,1064,C_041,14-2-EP,U/C,Eddie,
W,2022-05-24 10:19:00,N,C253,C_041,14-2-EP, ,Eddie,
W,2022-05-24 10:19:00,N,100,C_041,14-2-EP,N,Eddie,
W,2022-05-24 10:19:00,N,1005,C_041,14-2-EP,U/L,Bob,
W,2022-05-24 12:57:00,N,C253,C_004,15-80-SR, ,Eddie,
W,2022-05-24 12:57:00,N,100,C_004,15-80-SR,N,Eddie,
W,2022-05-24 12:57:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2022-05-24 13:22:00,N,1064,C_069,14-7-EP,U/C,Eddie,
W,2022-05-24 13:22:00,N,100,C_069,14-7-EP,N,Eddie,
W,2022-05-24 13:22:00,N,C253,C_069,14-7-EP, ,Eddie,
W,2022-05-25 08:34:00,Y,1032,C_053,15-88-SR,U/L,Bob,ND
W,2022-05-25 08:34:00,Y,2805,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,N,1915,C_053,15-88-SR,M/L,Bob,
W,2022-05-25 08:34:00,N,1927,C_053,15-88-SR,M/L,Bob,
W,2022-05-25 08:34:00,N,2809,C_053,15-88-SR,N/L,Bob,
W,2022-05-25 08:34:00,N,C253,C_053,15-88-SR, ,Eddie,
W,2022-05-25 08:34:00,Y,1920,C_053,15-88-SR,T,Bob,ND
W,2022-05-25 08:34:00,Y,2905,C_053,15-88-SR,M/L,Bob,ND
W,2022-05-25 08:34:00,Y,1905,C_053,15-88-SR,C,Bob,ND
W,2022-05-25 08:34:00,Y,4020,C_053,15-88-SR,P/L,Bob,ND
W,2022-05-25 08:34:00,N,4006,C_053,15-88-SR,P/L,Bob,
W,2022-05-25 08:34:00,N,C253,C_053,15-88-SR, ,Bob,
W,2022-05-25 08:34:00,Y,2804,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,N,1031,C_053,15-88-SR,M/L,Bob,
W,2022-05-25 08:34:00,Y,100,C_053,15-88-SR,N,Bob,ND
W,2022-05-25 08:34:00,Y,2812,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,N,100,C_053,15-88-SR,N,Eddie,
W,2022-05-25 08:34:00,N,4109,C_053,15-88-SR,P/L,Bob,
W,2022-05-25 08:34:00,Y,4030,C_053,15-88-SR,P/L,Bob,ND
W,2022-05-25 08:34:00,N,2920,C_053,15-88-SR,M/L,Bob,
W,2022-05-25 08:34:00,Y,1028,C_053,15-88-SR,U/L,Bob,ND
W,2022-05-25 08:34:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2022-05-25 08:34:00,N,1930,C_053,15-88-SR,M/L,Bob,
W,2022-05-25 08:34:00,Y,2802,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,Y,2816,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,Y,1005,C_053,15-88-SR,U/L,Bob,ND
W,2022-05-25 08:34:00,Y,2801,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,N,1994,C_053,15-88-SR, ,Bob,
W,2022-05-25 08:34:00,Y,2813,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,N,2806,C_053,15-88-SR,N/L,Bob,
W,2022-05-25 08:34:00,Y,2808,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,Y,2803,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,Y,2814,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,N,1919,C_053,15-88-SR,M/L,Bob,
W,2022-05-25 08:34:00,Y,2815,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:34:00,Y,2807,C_053,15-88-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,Y,2808,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,N,100,C_052,15-139-SR,N,Eddie,
W,2022-05-25 08:48:00,Y,1920,C_052,15-139-SR,T,Bob,ND
W,2022-05-25 08:48:00,Y,4020,C_052,15-139-SR,P/L,Bob,ND
W,2022-05-25 08:48:00,Y,2814,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,Y,2905,C_052,15-139-SR,M/L,Bob,ND
W,2022-05-25 08:48:00,N,C253,C_052,15-139-SR, ,Eddie,
W,2022-05-25 08:48:00,N,1994,C_052,15-139-SR, ,Bob,
W,2022-05-25 08:48:00,Y,100,C_052,15-139-SR,N,Bob,ND
W,2022-05-25 08:48:00,N,C253,C_052,15-139-SR, ,Bob,
W,2022-05-25 08:48:00,N,1031,C_052,15-139-SR,M/L,Bob,
W,2022-05-25 08:48:00,N,4109,C_052,15-139-SR,P/L,Bob,
W,2022-05-25 08:48:00,Y,2812,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,N,2809,C_052,15-139-SR,N/L,Bob,
W,2022-05-25 08:48:00,N,2920,C_052,15-139-SR,M/L,Bob,
W,2022-05-25 08:48:00,Y,4030,C_052,15-139-SR,P/L,Bob,ND
W,2022-05-25 08:48:00,N,2802,C_052,15-139-SR,N/L,Bob,
W,2022-05-25 08:48:00,Y,1005,C_052,15-139-SR,U/L,Bob,ND
W,2022-05-25 08:48:00,Y,1905,C_052,15-139-SR,C,Bob,ND
W,2022-05-25 08:48:00,N,2801,C_052,15-139-SR,N/L,Bob,
W,2022-05-25 08:48:00,N,1930,C_052,15-139-SR,M/L,Bob,
W,2022-05-25 08:48:00,N,1915,C_052,15-139-SR,M/L,Bob,
W,2022-05-25 08:48:00,N,1927,C_052,15-139-SR,M/L,Bob,
W,2022-05-25 08:48:00,N,1032,C_052,15-139-SR,U/L,Bob,
W,2022-05-25 08:48:00,Y,2813,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,Y,1028,C_052,15-139-SR,U/L,Bob,ND
W,2022-05-25 08:48:00,Y,2805,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,Y,2816,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,N,2806,C_052,15-139-SR,N/L,Bob,
W,2022-05-25 08:48:00,Y,2815,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,Y,2807,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,N,1919,C_052,15-139-SR,M/L,Bob,
W,2022-05-25 08:48:00,N,4006,C_052,15-139-SR,P/L,Bob,
W,2022-05-25 08:48:00,N,1064,C_052,15-139-SR,U/C,Eddie,
W,2022-05-25 08:48:00,Y,2804,C_052,15-139-SR,N/L,Bob,ND
W,2022-05-25 08:48:00,N,2803,C_052,15-139-SR,N/L,Bob,
W,2022-05-25 08:57:00,N,2806,C_065,14-6-EP,N/L,Bob,
W,2022-05-25 08:57:00,N,1915,C_065,14-6-EP,M/L,Bob,
W,2022-05-25 08:57:00,N,2801,C_065,14-6-EP,N/L,Bob,
W,2022-05-25 08:57:00,N,1064,C_065,14-6-EP,U/C,Eddie,
W,2022-05-25 08:57:00,N,1919,C_065,14-6-EP,M/L,Bob,
W,2022-05-25 08:57:00,Y,2813,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,Y,2807,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,N,1930,C_065,14-6-EP,M/L,Bob,
W,2022-05-25 08:57:00,Y,2814,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,N,1927,C_065,14-6-EP,M/L,Bob,
W,2022-05-25 08:57:00,N,C253,C_065,14-6-EP, ,Bob,
W,2022-05-25 08:57:00,N,2802,C_065,14-6-EP,N/L,Bob,
W,2022-05-25 08:57:00,N,C253,C_065,14-6-EP, ,Eddie,
W,2022-05-25 08:57:00,Y,2816,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,N,2803,C_065,14-6-EP,N/L,Bob,
W,2022-05-25 08:57:00,N,1040,C_065,14-6-EP,M/L,Bob,
W,2022-05-25 08:57:00,N,1994,C_065,14-6-EP, ,Bob,
W,2022-05-25 08:57:00,N,2809,C_065,14-6-EP,N/L,Bob,
W,2022-05-25 08:57:00,Y,2815,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,N,100,C_065,14-6-EP,N,Eddie,
W,2022-05-25 08:57:00,Y,2804,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,Y,2812,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,N,1031,C_065,14-6-EP,M/L,Bob,
W,2022-05-25 08:57:00,Y,2805,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 08:57:00,Y,2808,C_065,14-6-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,N,2809,C_063,14-5-EP,N/L,Bob,
W,2022-05-25 09:24:00,Y,2812,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,N,2803,C_063,14-5-EP,N/L,Bob,
W,2022-05-25 09:24:00,N,100,C_063,14-5-EP,N,Eddie,
W,2022-05-25 09:24:00,Y,2807,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,Y,2815,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,N,1064,C_063,14-5-EP,U/C,Eddie,
W,2022-05-25 09:24:00,N,2920,C_063,14-5-EP,M/L,Bob,
W,2022-05-25 09:24:00,Y,2814,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,Y,2805,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,N,1040,C_063,14-5-EP,M/L,Bob,
W,2022-05-25 09:24:00,N,2801,C_063,14-5-EP,N/L,Bob,
W,2022-05-25 09:24:00,N,C253,C_063,14-5-EP, ,Eddie,
W,2022-05-25 09:24:00,Y,2813,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,N,2806,C_063,14-5-EP,N/L,Bob,
W,2022-05-25 09:24:00,Y,2802,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,Y,2808,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,Y,2804,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:24:00,Y,2816,C_063,14-5-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,Y,100,C_064,14-4-EP,N,Bob,ND
W,2022-05-25 09:35:00,Y,2805,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,Y,2807,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,Y,1050,C_064,14-4-EP,U/L,Bob,ND
W,2022-05-25 09:35:00,N,1927,C_064,14-4-EP,M/L,Bob,
W,2022-05-25 09:35:00,N,2920,C_064,14-4-EP,M/L,Bob,
W,2022-05-25 09:35:00,Y,1905,C_064,14-4-EP,C,Bob,ND
W,2022-05-25 09:35:00,Y,2803,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,Y,1002,C_064,14-4-EP,U/L,Bob,ND
W,2022-05-25 09:35:00,Y,2813,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,N,2809,C_064,14-4-EP,N/L,Bob,
W,2022-05-25 09:35:00,N,1994,C_064,14-4-EP, ,Bob,
W,2022-05-25 09:35:00,N,100,C_064,14-4-EP,N,Eddie,
W,2022-05-25 09:35:00,Y,2804,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,Y,2816,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,Y,2815,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,N,1040,C_064,14-4-EP,M/L,Bob,
W,2022-05-25 09:35:00,Y,2802,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,Y,2814,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,N,2806,C_064,14-4-EP,N/L,Bob,
W,2022-05-25 09:35:00,Y,2812,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,N,1031,C_064,14-4-EP,M/L,Bob,
W,2022-05-25 09:35:00,Y,2808,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,N,1025,C_064,14-4-EP,M/L,Bob,
W,2022-05-25 09:35:00,N,1915,C_064,14-4-EP,M/L,Bob,
W,2022-05-25 09:35:00,N,1064,C_064,14-4-EP,U/C,Eddie,
W,2022-05-25 09:35:00,Y,2801,C_064,14-4-EP,N/L,Bob,ND
W,2022-05-25 09:35:00,N,1930,C_064,14-4-EP,M/L,Bob,
W,2022-05-25 09:35:00,Y,1920,C_064,14-4-EP,T,Bob,ND
W,2022-05-25 09:35:00,N,C253,C_064,14-4-EP, ,Bob,
W,2022-05-25 09:35:00,N,C253,C_064,14-4-EP, ,Eddie,
W,2022-05-25 09:35:00,N,1919,C_064,14-4-EP,M/L,Bob,
W,2022-05-26 08:08:00,N,2920,C_064,14-4-EP,M/L,Bob,
W,2022-05-26 08:08:00,Y,2450,C_064,14-4-EP,U/L,Bob,ND
W,2022-05-26 08:08:00,N,2453,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:08:00,N,2941,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:08:00,Y,2451,C_064,14-4-EP,U/L,Bob,ND
W,2022-05-26 08:08:00,N,2456,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:08:00,N,100,C_064,14-4-EP,N,Eddie,
W,2022-05-26 08:08:00,N,2950,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:08:00,N,2454,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:08:00,N,C253,C_064,14-4-EP, ,Eddie,
W,2022-05-26 08:08:00,N,2942,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:08:00,Y,2452,C_064,14-4-EP,U/L,Bob,ND
W,2022-05-26 08:08:00,N,2943,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:08:00,N,1064,C_064,14-4-EP,U/C,Eddie,
W,2022-05-26 08:08:00,N,2944,C_064,14-4-EP,U/L,Bob,
W,2022-05-26 08:20:00,Y,1022,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,2950,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,Y,2905,C_043,15-8-SR,M/L,Bob,ND
W,2022-05-26 08:20:00,N,1017,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,N,2942,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,N,2944,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,Y,2450,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,100,C_043,15-8-SR,N,Eddie,
W,2022-05-26 08:20:00,N,2456,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,Y,1050,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,2920,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,Y,2453,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,1915,C_043,15-8-SR,M/L,Eddie,
W,2022-05-26 08:20:00,N,1927,C_043,15-8-SR,M/L,Eddie,
W,2022-05-26 08:20:00,N,1031,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,Y,2414,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,1928,C_043,15-8-SR,M/L,Eddie,
W,2022-05-26 08:20:00,N,C253,C_043,15-8-SR, ,Eddie,
W,2022-05-26 08:20:00,N,1064,C_043,15-8-SR,U/C,Eddie,
W,2022-05-26 08:20:00,N,1042,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,Y,1028,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,1055,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,Y,1929,C_043,15-8-SR,M/L,Eddie,
W,2022-05-26 08:20:00,N,1052,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,Y,100,C_043,15-8-SR,N,Bob,ND
W,2022-05-26 08:20:00,N,C253,C_043,15-8-SR, ,Bob,
W,2022-05-26 08:20:00,Y,1095,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,2941,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,N,2452,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,N,2451,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,Y,1920,C_043,15-8-SR,T,Bob,ND
W,2022-05-26 08:20:00,Y,2454,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,Y,1905,C_043,15-8-SR,C,Bob,ND
W,2022-05-26 08:20:00,Y,1032,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,Y,1002,C_043,15-8-SR,U/L,Bob,ND
W,2022-05-26 08:20:00,N,2943,C_043,15-8-SR,U/L,Bob,
W,2022-05-26 08:20:00,N,2920,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,N,1930,C_043,15-8-SR,M/L,Eddie,
W,2022-05-26 08:20:00,N,1919,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,N,1025,C_043,15-8-SR,M/L,Bob,
W,2022-05-26 08:20:00,Y,1021,C_043,15-8-SR,M/L,Eddie,
W,2022-05-26 08:50:00,N,1017,C_033,15-137-SR,M/L,Bob,
W,2022-05-26 08:50:00,N,2944,C_033,15-137-SR,U/L,Bob,
W,2022-05-26 08:50:00,Y,1032,C_033,15-137-SR,U/L,Bob,ND
W,2022-05-26 08:50:00,Y,1022,C_033,15-137-SR,U/L,Bob,ND
W,2022-05-26 08:50:00,N,2942,C_033,15-137-SR,U/L,Bob,
W,2022-05-26 08:50:00,N,1919,C_033,15-137-SR,M/L,Bob,
W,2022-05-26 08:50:00,Y,1028,C_033,15-137-SR,U/L,Bob,ND
W,2022-05-26 08:50:00,N,1064,C_033,15-137-SR,U/C,Eddie,
W,2022-05-26 08:50:00,N,2941,C_033,15-137-SR,U/L,Bob,
W,2022-05-26 08:50:00,N,1031,C_033,15-137-SR,M/L,Bob,
W,2022-05-26 08:50:00,Y,1905,C_033,15-137-SR,C,Bob,ND
W,2022-05-26 08:50:00,N,2943,C_033,15-137-SR,U/L,Bob,
W,2022-05-26 08:50:00,N,1915,C_033,15-137-SR,M/L,Eddie,
W,2022-05-26 08:50:00,N,1025,C_033,15-137-SR,M/L,Bob,
W,2022-05-26 08:50:00,N,2950,C_033,15-137-SR,U/L,Bob,
W,2022-05-26 08:50:00,N,C253,C_033,15-137-SR, ,Eddie,
W,2022-05-26 08:50:00,N,2453,C_033,15-137-SR,U/L,Bob,
W,2022-05-26 08:50:00,N,2456,C_033,15-137-SR,U/L,Bob,
